#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:59 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1bf2a1b.1.18.2      -            162 d1qbaa1b.1.18.2.aln  -            114   1.9e-36  120.8   4.5   1   1   6.8e-38     3e-36  120.2   4.5     1   114     7   129     7   129 0.99 -
d1j0ha1b.1.18.2      -            123 d1qbaa1b.1.18.2.aln  -            114   8.8e-32  105.8   0.0   1   1   2.2e-33   9.7e-32  105.6   0.0     2   114     4   115     3   115 0.99 -
d1ji1a1b.1.18.2      -            122 d1qbaa1b.1.18.2.aln  -            114   2.9e-26   88.0   2.7   1   1   7.5e-28   3.3e-26   87.8   2.7     1   113     9   120     9   121 0.98 -
d2fhfa2b.1.18.2      -            125 d1qbaa1b.1.18.2.aln  -            114   5.7e-20   67.7   0.2   1   1   1.4e-21   6.2e-20   67.6   0.2     3   113     7   121     5   122 0.97 -
d2fhfa1b.1.18.2      -            115 d1qbaa1b.1.18.2.aln  -            114   1.6e-18   63.0   2.7   1   1   3.9e-20   1.7e-18   62.9   2.7     2   111     2   112     1   115 0.96 -
d1m7xa1b.1.18.2      -            110 d1qbaa1b.1.18.2.aln  -            114     5e-15   51.8   0.0   1   1   1.2e-16   5.4e-15   51.7   0.0     4   110     2   108     1   110 0.97 -
d3bmva1b.1.18.2      -             83 d1qbaa1b.1.18.2.aln  -            114   1.1e-14   50.7   1.4   1   1   2.6e-16   1.1e-14   50.6   1.4    18   105     2    82     1    83 0.96 -
d1txka1b.1.18.2      -            115 d1qbaa1b.1.18.2.aln  -            114   4.6e-14   48.7   1.0   1   1   1.1e-15   4.9e-14   48.6   1.0     2   107     2   111     1   115 0.97 -
d1edqa1b.1.18.2      -            109 d1qbaa1b.1.18.2.aln  -            114   5.4e-13   45.2   2.7   1   1   1.3e-14   5.8e-13   45.1   2.7     3   109     1   108     1   109 0.92 -
d1k3ia1b.1.18.2      -            102 d1qbaa1b.1.18.2.aln  -            114   4.4e-12   42.3   1.0   1   1   1.1e-13   4.7e-12   42.2   1.0    17   107     4   102     1   102 0.97 -
d1clca2b.1.18.2      -            100 d1qbaa1b.1.18.2.aln  -            114   1.6e-11   40.5   0.2   1   1   3.7e-13   1.6e-11   40.5   0.2    20   108     5    94     1   100 0.91 -
d1w8oa1b.1.18.2      -            103 d1qbaa1b.1.18.2.aln  -            114     7e-11   38.4   1.1   1   1   1.6e-12   7.1e-11   38.4   1.1    17   108     7   100     1   103 0.93 -
d1ut9a2b.1.18.2      -             98 d1qbaa1b.1.18.2.aln  -            114   4.2e-10   35.9   0.2   1   1     1e-11   4.5e-10   35.8   0.2    14   106     3    97     1    98 0.97 -
d2bvya1b.1.18.2      -             94 d1qbaa1b.1.18.2.aln  -            114   8.7e-08   28.5   7.9   1   1   2.3e-09     1e-07   28.3   7.9    17   105     7    94     2    94 0.95 -
d1f1sa2b.1.18.2      -             78 d1qbaa1b.1.18.2.aln  -            114   9.1e-08   28.4   0.3   1   1   2.2e-09   9.6e-08   28.3   0.3    19    97     1    77     1    78 0.95 -
d1h3ga1b.1.18.2      -             93 d1qbaa1b.1.18.2.aln  -            114   1.7e-07   27.5   0.0   1   1   4.1e-09   1.8e-07   27.4   0.0    17   108     4    93     1    93 0.93 -
d2bhua1b.1.18.2      -             97 d1qbaa1b.1.18.2.aln  -            114   1.6e-06   24.4   0.0   1   1   3.9e-08   1.7e-06   24.3   0.0    14   108     2    95     1    97 0.97 -
d1ulva2b.1.18.2      -             89 d1qbaa1b.1.18.2.aln  -            114    0.0089   12.3   5.2   1   1   0.00022    0.0095   12.2   5.2    15   102     1    87     1    89 0.95 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1qbaa1b.1.18.2.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1qbaa1b.1.18.2.out -E 1 hmmModels95/d1qbaa1b.1.18.2.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:59 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1qdda_d.169.1.1     -            144 d1qdda_d.169.1.1.aln -            131   1.7e-36  121.1   3.0   1   1   3.1e-38   1.9e-36  120.9   3.0     2   129    13   143    12   144 0.98 -
d1wmza_d.169.1.1     -            140 d1qdda_d.169.1.1.aln -            131   8.2e-33  109.1   7.6   1   1   1.5e-34   9.3e-33  109.0   7.6     2   129     2   138     1   140 0.94 -
d2ziba_d.169.1.1     -            130 d1qdda_d.169.1.1.aln -            131   5.9e-31  103.1   2.8   1   1   1.1e-32   6.5e-31  103.0   2.8     3   130     7   129     5   130 0.90 -
d1gz2a_d.169.1.1     -            139 d1qdda_d.169.1.1.aln -            131   6.8e-29   96.5   0.0   1   1   1.3e-30   7.6e-29   96.3   0.0     3   129     2   138     1   139 0.92 -
d1qo3c_d.169.1.1     -            133 d1qdda_d.169.1.1.aln -            131   1.1e-28   95.8   5.0   1   1     2e-30   1.2e-28   95.6   5.0     5   130    16   132    12   133 0.91 -
d3l9jc_d.169.1.1     -            134 d1qdda_d.169.1.1.aln -            131   4.1e-28   93.9   2.2   1   1   8.1e-30   4.9e-28   93.7   2.2    10   128    10   132     5   134 0.93 -
d1g1ta1d.169.1.1     -            118 d1qdda_d.169.1.1.aln -            131     4e-26   87.5   5.5   1   1   7.3e-28   4.4e-26   87.4   5.5    14   126     2   117     1   118 0.93 -
d1wk1a_d.169.1.1     -            150 d1qdda_d.169.1.1.aln -            131   1.3e-25   85.9   0.0   1   1   2.5e-27   1.5e-25   85.6   0.0     8   130     4   131     1   132 0.88 -
d1pwba1d.169.1.1     -            121 d1qdda_d.169.1.1.aln -            131   2.8e-25   84.8   0.0   1   1     5e-27     3e-25   84.7   0.0     8   128     4   121     1   121 0.95 -
d3hupa_d.169.1.1     -            121 d1qdda_d.169.1.1.aln -            131     3e-25   84.7  10.6   1   1   5.6e-27   3.4e-25   84.5  10.6     2   129     6   119     5   121 0.88 -
d1h8ua_d.169.1.1     -            115 d1qdda_d.169.1.1.aln -            131   1.1e-23   79.6   2.4   1   1     2e-25   1.2e-23   79.4   2.4    15   127     2   114     1   115 0.96 -
d1byfa_d.169.1.1     -            123 d1qdda_d.169.1.1.aln -            131   1.3e-20   69.7   0.1   1   1   2.4e-22   1.5e-20   69.5   0.1    17   130     6   122     2   123 0.89 -
d1kg0c_d.169.1.1     -            136 d1qdda_d.169.1.1.aln -            131   4.1e-16   55.1   4.1   1   1   8.5e-18   5.2e-16   54.8   4.1     5   129    21   134    15   136 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1qdda_d.169.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1qdda_d.169.1.1.out -E 1 hmmModels95/d1qdda_d.169.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:59 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1atia2d.104.1.1     -            394 d1qf6a4d.104.1.1.aln -            319  3.9e-142  468.6   7.2   1   1  7.8e-144  4.4e-142  468.4   7.2     1   319     3   380     3   380 1.00 -
d1b8aa2d.104.1.1     -            335 d1qf6a4d.104.1.1.aln -            319   8.9e-82  270.3   6.7   1   1   1.8e-83   9.9e-82  270.1   6.7     5   319     7   324     3   324 0.99 -
d1h4vb2d.104.1.1     -            324 d1qf6a4d.104.1.1.aln -            319   1.2e-58  194.3   8.5   1   1   2.3e-60   1.3e-58  194.2   8.5     2   313     5   319     4   324 0.96 -
d1g5ha2d.104.1.1     -            290 d1qf6a4d.104.1.1.aln -            319   4.3e-57  189.2   0.0   1   1   8.5e-59   4.8e-57  189.0   0.0     4   316     1   289     1   290 0.98 -
d1wu7a2d.104.1.1     -            327 d1qf6a4d.104.1.1.aln -            319   5.6e-53  175.7   0.2   1   1   1.1e-54   6.2e-53  175.5   0.2     2   315     7   325     6   327 0.98 -
d12asa_d.104.1.1     -            327 d1qf6a4d.104.1.1.aln -            319   7.4e-53  175.3   0.0   1   1   1.5e-54   8.3e-53  175.1   0.0     8   319     2   311     1   311 0.99 -
d1z7ma1d.104.1.1     -            318 d1qf6a4d.104.1.1.aln -            319   5.4e-46  152.7   0.0   1   1   1.1e-47   6.1e-46  152.5   0.0     2   312     4   317     3   318 0.98 -
d1hc7a2d.104.1.1     -            272 d1qf6a4d.104.1.1.aln -            319   7.3e-46  152.3   4.4   1   1   1.4e-47     8e-46  152.2   4.4    13   303     4   272     1   272 0.97 -
d1nnha_d.104.1.1     -            293 d1qf6a4d.104.1.1.aln -            319   5.4e-41  136.3   5.9   1   1   1.2e-42   6.8e-41  136.0   5.9    17   319     6   281     2   281 0.97 -
d1seta2d.104.1.1     -            311 d1qf6a4d.104.1.1.aln -            319   1.7e-34  114.9   2.9   1   1   3.4e-36   1.9e-34  114.8   2.9     2   318     3   310     2   311 0.98 -
d1j5wa_d.104.1.1     -            281 d1qf6a4d.104.1.1.aln -            319   3.3e-34  114.0   2.1   1   1   6.3e-36   3.6e-34  113.9   2.1     5   313     3   278     1   281 0.96 -
d1usya_d.104.1.1     -            275 d1qf6a4d.104.1.1.aln -            319   3.5e-27   90.9   0.0   1   1   6.9e-29   3.9e-27   90.8   0.0    17   314     3   273     1   275 0.98 -
d1yfsa2d.104.1.1     -            236 d1qf6a4d.104.1.1.aln -            319   4.2e-27   90.6   0.4   1   1     1e-28   5.8e-27   90.2   0.4    37   315     5   235     2   236 0.98 -
d1jjcb5d.104.1.1     -            207 d1qf6a4d.104.1.1.aln -            319   1.4e-09   33.1   5.9   1   2     3e-06   0.00017   16.4   0.1    23    76     2    55     1    59 0.93 -
d1jjcb5d.104.1.1     -            207 d1qf6a4d.104.1.1.aln -            319   1.4e-09   33.1   5.9   2   2   5.7e-07   3.2e-05   18.7   2.0   156   313    81   202    67   206 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1qf6a4d.104.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1qf6a4d.104.1.1.out -E 1 hmmModels95/d1qf6a4d.104.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:59 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1e2ka_c.37.1.1      -            329 d1qf9a_c.37.1.1.aln  -            208   2.2e-81  268.1   0.0   1   2   0.00094     0.034    9.4   0.0     5    25     6    26     4    28 0.91 -
d1e2ka_c.37.1.1      -            329 d1qf9a_c.37.1.1.aln  -            208   2.2e-81  268.1   0.0   2   2   1.7e-79   6.1e-78  256.8   0.0     2   207    30   288    29   289 0.99 -
d1p5zb_c.37.1.1      -            241 d1qf9a_c.37.1.1.aln  -            208   3.5e-49  162.9   0.0   1   1   1.1e-50   3.9e-49  162.7   0.0     4   207     3   221     1   222 0.99 -
d1zina1c.37.1.1      -            183 d1qf9a_c.37.1.1.aln  -            208   5.9e-39  129.5   0.1   1   1   1.8e-40   6.5e-39  129.4   0.1     4   206     1   181     1   183 0.98 -
d1t0hb_c.37.1.1      -            219 d1qf9a_c.37.1.1.aln  -            208     8e-33  109.5   0.0   1   1   2.7e-34   9.8e-33  109.2   0.0     2   194    19   212    18   216 0.98 -
d1deka_c.37.1.1      -            241 d1qf9a_c.37.1.1.aln  -            208   3.9e-26   87.6   0.0   1   1   1.3e-27   4.6e-26   87.4   0.0     3   203     1   214     1   218 0.98 -
d1khta_c.37.1.1      -            190 d1qf9a_c.37.1.1.aln  -            208   8.4e-26   86.5   0.1   1   1   2.6e-27   9.2e-26   86.4   0.1     3   204     1   187     1   190 0.97 -
d1vhta_c.37.1.1      -            208 d1qf9a_c.37.1.1.aln  -            208   1.9e-22   75.6   0.4   1   1   6.2e-24   2.2e-22   75.3   0.4     4   205     4   200     2   203 0.98 -
d1gsia_c.37.1.1      -            208 d1qf9a_c.37.1.1.aln  -            208   2.3e-17   59.0   0.1   1   1   7.4e-19   2.7e-17   58.8   0.1     4   191     1   185     1   197 0.96 -
d1kgda_c.37.1.1      -            178 d1qf9a_c.37.1.1.aln  -            208   2.8e-16   55.4   0.1   1   1   8.5e-18     3e-16   55.3   0.1     1   181     1   176     1   178 0.98 -
d1y63a_c.37.1.1      -            174 d1qf9a_c.37.1.1.aln  -            208   1.8e-15   52.8   1.1   1   1   9.7e-17   3.5e-15   51.9   1.1     2   199     4   170     3   173 0.87 -
d1yj5a2c.37.1.1      -            172 d1qf9a_c.37.1.1.aln  -            208   5.4e-15   51.2   0.0   1   1   1.7e-16   5.9e-15   51.1   0.0     3   176    14   170    12   172 0.92 -
d1kjwa2c.37.1.1      -            199 d1qf9a_c.37.1.1.aln  -            208   1.5e-14   49.7   0.0   1   1   4.9e-16   1.7e-14   49.6   0.0     3   195     9   199     7   199 0.90 -
d1qf9a_c.37.1.1      -            194 d1qf9a_c.37.1.1.aln  -            208     3e-14   48.8   0.0   1   1     1e-15   3.6e-14   48.5   0.0     3   166     6   157     4   189 0.91 -
d1lw7a2c.37.1.1      -            192 d1qf9a_c.37.1.1.aln  -            208     6e-12   41.3   0.0   1   1     2e-13   7.2e-12   41.0   0.0     3   200     7   186     6   192 0.93 -
d3kb2a_c.37.1.1      -            171 d1qf9a_c.37.1.1.aln  -            208   6.8e-12   41.1   0.0   1   1   2.1e-13   7.6e-12   40.9   0.0     5   187     2   171     1   171 0.98 -
d1ly1a_c.37.1.1      -            152 d1qf9a_c.37.1.1.aln  -            208   9.3e-11   37.4   0.0   1   1   3.1e-12   1.1e-10   37.1   0.0     3   138     2   125     1   149 0.87 -
d2grja_c.37.1.1      -            179 d1qf9a_c.37.1.1.aln  -            208   8.9e-10   34.2   1.3   1   1   6.1e-11   2.2e-09   32.9   1.3     2   197     2   176     1   178 0.84 -
d3akea_c.37.1.0      -            208 d1qf9a_c.37.1.1.aln  -            208   3.7e-08   28.9   0.2   1   1   3.4e-08   1.2e-06   23.9   0.2     5   163     4   153     1   179 0.61 -
d2qora_c.37.1.0      -            196 d1qf9a_c.37.1.1.aln  -            208   4.3e-06   22.2   0.0   1   1   1.5e-07   5.5e-06   21.8   0.0     3   139     4   147     2   188 0.76 -
d1in4a2c.37.1.20     -            238 d1qf9a_c.37.1.1.aln  -            208     0.001   14.4   0.0   1   1   5.9e-05    0.0021   13.4   0.0     6    35    38    67    36   114 0.88 -
d1um8a_c.37.1.20     -            364 d1qf9a_c.37.1.1.aln  -            208    0.0027   13.0   0.0   1   1   0.00013    0.0047   12.2   0.0     5    29    70    94    67   143 0.92 -
d1iqpa2c.37.1.20     -            231 d1qf9a_c.37.1.1.aln  -            208    0.0053   12.0   0.0   1   1   0.00022    0.0079   11.5   0.0     3    52    45   111    43   141 0.69 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1qf9a_c.37.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1qf9a_c.37.1.1.out -E 1 hmmModels95/d1qf9a_c.37.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:59 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d3kffa_b.60.1.1      -            152 d1qfta_b.60.1.1.aln  -            162   5.4e-50  165.2   0.3   1   1   9.7e-52   5.9e-50  165.1   0.3    11   161     2   150     1   151 0.98 -
d3s26a_b.60.1.1      -            176 d1qfta_b.60.1.1.aln  -            162     2e-46  153.7   0.2   1   1   3.6e-48   2.2e-46  153.5   0.2     3   161    10   174     8   175 0.98 -
d1kt7a_b.60.1.1      -            175 d1qfta_b.60.1.1.aln  -            162   1.5e-45  150.8   0.1   1   1   2.7e-47   1.7e-45  150.7   0.1     1   159     6   174     6   175 0.99 -
d1kxoa_b.60.1.1      -            171 d1qfta_b.60.1.1.aln  -            162   3.2e-45  149.7   0.9   1   1   5.9e-47   3.6e-45  149.5   0.9     1   160     8   171     8   171 0.98 -
d3saoa_b.60.1.1      -            155 d1qfta_b.60.1.1.aln  -            162   1.2e-43  144.6   0.1   1   1   2.1e-45   1.3e-43  144.5   0.1    13   161     1   148     1   149 0.99 -
d1dzka_b.60.1.1      -            148 d1qfta_b.60.1.1.aln  -            162   1.1e-36  121.9   0.1   1   1     2e-38   1.2e-36  121.8   0.1    14   160     2   147     1   148 0.98 -
d1lf7a_b.60.1.1      -            171 d1qfta_b.60.1.1.aln  -            162   2.8e-35  117.4   0.0   1   1   5.3e-37   3.2e-35  117.2   0.0     2   160     5   160     4   162 0.96 -
d1epba_b.60.1.1      -            160 d1qfta_b.60.1.1.aln  -            162   3.8e-35  117.0   0.1   1   1     7e-37   4.2e-35  116.8   0.1     7   161     1   154     1   155 0.98 -
d1i4ua_b.60.1.1      -            181 d1qfta_b.60.1.1.aln  -            162   1.5e-34  115.1   0.5   1   1   2.7e-36   1.7e-34  114.9   0.5     2   161    13   175    12   176 0.92 -
d1x8qa_b.60.1.1      -            184 d1qfta_b.60.1.1.aln  -            162     1e-32  109.1   5.4   1   1   1.9e-34   1.1e-32  108.9   5.4     5   161     9   179     1   180 0.95 -
d1qwda_b.60.1.1      -            167 d1qfta_b.60.1.1.aln  -            162   4.5e-32  107.0   0.0   1   1   8.4e-34   5.1e-32  106.8   0.0     6   155    16   166    11   167 0.95 -
d1xkia_b.60.1.1      -            139 d1qfta_b.60.1.1.aln  -            162   2.3e-24   81.9   0.0   1   1   4.2e-26   2.5e-24   81.8   0.0    15   154     2   137     1   139 0.97 -
d2joza1b.60.1.1      -            126 d1qfta_b.60.1.1.aln  -            162   1.9e-08   30.2   0.1   1   1   6.9e-10   4.2e-08   29.0   0.1    14   160     2   125     1   126 0.95 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1qfta_b.60.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1qfta_b.60.1.1.out -E 1 hmmModels95/d1qfta_b.60.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:59 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1p1ja1c.2.1.3       -            411 d1qkia1c.2.1.3.aln   -            188   3.3e-84  277.1   0.0   1   1   1.3e-85   4.6e-84  276.7   0.0     1   188    54   338    54   338 1.00 -
d1h6da1c.2.1.3       -            222 d1qkia1c.2.1.3.aln   -            188     1e-34  115.7   0.2   1   1   3.4e-36   1.2e-34  115.5   0.2     2   186    31   206    30   208 0.99 -
d3cina1c.2.1.3       -            276 d1qkia1c.2.1.3.aln   -            188   1.8e-34  114.9   0.2   1   1   6.1e-36   2.1e-34  114.7   0.2     1   188     1   233     1   233 0.99 -
d2g82a1c.2.1.3       -            169 d1qkia1c.2.1.3.aln   -            188   6.8e-34  113.1   0.6   1   1   2.3e-35     8e-34  112.8   0.6     4   181     2   165     1   168 0.98 -
d1gr0a1c.2.1.3       -            244 d1qkia1c.2.1.3.aln   -            188   4.1e-25   84.4   2.5   1   1   1.4e-26   4.8e-25   84.2   2.5     2   187     2   208     1   209 0.98 -
d2nvwa1c.2.1.3       -            238 d1qkia1c.2.1.3.aln   -            188   8.3e-24   80.2   0.0   1   1   2.9e-25   9.8e-24   79.9   0.0     2   187    16   208    15   209 0.99 -
d1cf2o1c.2.1.3       -            172 d1qkia1c.2.1.3.aln   -            188   5.8e-15   51.3   2.3   1   1   1.8e-16   6.2e-15   51.2   2.3     2   177     1   168     1   172 0.93 -
d1vkna1c.2.1.3       -            177 d1qkia1c.2.1.3.aln   -            188   1.3e-12   43.6   0.0   1   1   4.6e-14   1.6e-12   43.4   0.0     3   180     3   170     1   176 0.92 -
d1tlta1c.2.1.3       -            165 d1qkia1c.2.1.3.aln   -            188   1.8e-12   43.2   0.0   1   1   5.8e-14     2e-12   43.0   0.0     3   178     2   159     1   164 0.95 -
d1h9aa1c.2.1.3       -            196 d1qkia1c.2.1.3.aln   -            188   6.4e-12   41.4   0.1   1   1   2.1e-13   7.3e-12   41.2   0.1     2   183     3   187     2   191 0.96 -
d1ydwa1c.2.1.3       -            185 d1qkia1c.2.1.3.aln   -            188   9.4e-11   37.6   0.1   1   1   3.2e-12   1.1e-10   37.4   0.1     3   174     2   171     1   182 0.94 -
d1drua1c.2.1.3       -            161 d1qkia1c.2.1.3.aln   -            188     3e-10   35.9   0.1   1   1     1e-11   3.5e-10   35.7   0.1     7   145     5   134     2   159 0.89 -
d1f06a1c.2.1.3       -            171 d1qkia1c.2.1.3.aln   -            188   8.9e-09   31.1   0.0   1   1     3e-10     1e-08   31.0   0.0     3   173     4   161     2   169 0.82 -
d1ebfa1c.2.1.3       -            169 d1qkia1c.2.1.3.aln   -            188   1.5e-08   30.4   0.2   1   1     5e-10   1.7e-08   30.2   0.2     3   179     5   167     3   169 0.95 -
d1zh8a1c.2.1.3       -            182 d1qkia1c.2.1.3.aln   -            188     3e-08   29.4   0.0   1   1     1e-09   3.5e-08   29.2   0.0     2   143     3   144     2   174 0.86 -
d1t4ba1c.2.1.3       -            147 d1qkia1c.2.1.3.aln   -            188   2.1e-07   26.7   0.0   1   1   6.8e-09   2.3e-07   26.5   0.0     2   172     2   145     1   147 0.91 -
d1lc0a1c.2.1.3       -            173 d1qkia1c.2.1.3.aln   -            188   5.8e-07   25.3   0.0   1   1     2e-08     7e-07   25.0   0.0     5   182    10   171     7   173 0.85 -
d1xeaa1c.2.1.3       -            168 d1qkia1c.2.1.3.aln   -            188   5.8e-07   25.2   0.0   1   1     2e-08   6.9e-07   25.0   0.0     4   178     3   158     1   165 0.94 -
d1q0qa2c.2.1.3       -            152 d1qkia1c.2.1.3.aln   -            188   7.9e-07   24.8   0.0   1   1   2.7e-08   9.2e-07   24.6   0.0     4   176     4   150     1   152 0.95 -
d1nvmb1c.2.1.3       -            158 d1qkia1c.2.1.3.aln   -            188   2.1e-06   23.4   0.1   1   1   6.7e-08   2.3e-06   23.3   0.1     2    98     4    96     3   152 0.82 -
d1e5qa1c.2.1.3       -            183 d1qkia1c.2.1.3.aln   -            188   1.3e-05   20.9   0.1   1   1   4.4e-07   1.5e-05   20.6   0.1     3   182     3   178     1   182 0.96 -
d1vm6a3c.2.1.3       -            129 d1qkia1c.2.1.3.aln   -            188   0.00086   14.9   0.1   1   2      0.85        29    0.1   0.1     7    44     3    37     3    39 0.76 -
d1vm6a3c.2.1.3       -            129 d1qkia1c.2.1.3.aln   -            188   0.00086   14.9   0.1   2   2   4.4e-05    0.0015   14.1   0.0    54   162    24   117    13   124 0.85 -
d1yl7a1c.2.1.3       -            136 d1qkia1c.2.1.3.aln   -            188    0.0079   11.8   0.4   1   1    0.0023      0.08    8.5   0.4     3    27     1    25     1   116 0.71 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1qkia1c.2.1.3.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1qkia1c.2.1.3.out -E 1 hmmModels95/d1qkia1c.2.1.3.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:59 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2bg1a1e.3.1.1       -            453 d1qmea4e.3.1.1.aln   -            317  7.9e-112  369.3  15.1   1   1  2.2e-113  9.8e-112  369.0  15.1     2   317    51   430    50   430 1.00 -
d1qmea4e.3.1.1       -            357 d1qmea4e.3.1.1.aln   -            317   3.1e-85  281.9   6.0   1   1   8.1e-87   3.5e-85  281.7   6.0     4   317     2   345     1   345 0.99 -
d2hdsa_e.3.1.1       -            358 d1qmea4e.3.1.1.aln   -            317   1.1e-83  276.8   2.2   1   1   2.8e-85   1.2e-83  276.6   2.2     2   311    19   358    18   358 0.99 -
d2v2ff_e.3.1.1       -            384 d1qmea4e.3.1.1.aln   -            317   3.7e-77  255.3  19.3   1   1   9.8e-79   4.3e-77  255.1  19.3     1   317    29   367    29   367 1.00 -
d2p74a_e.3.1.1       -            263 d1qmea4e.3.1.1.aln   -            317     2e-73  243.1   2.6   1   1     5e-75   2.2e-73  243.0   2.6    32   309     2   262     1   263 0.98 -
d2olua2e.3.1.1       -            400 d1qmea4e.3.1.1.aln   -            317   6.4e-71  234.8  13.7   1   1   1.7e-72   7.5e-71  234.6  13.7     2   316    33   377    32   378 0.99 -
