#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:51 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1i4ua_b.60.1.1      -            181 d1x8qa_b.60.1.1.aln  -            166   5.1e-63  207.4   0.4   1   1   9.5e-65   5.7e-63  207.2   0.4     1   166    14   177    14   177 0.99 -
d3s26a_b.60.1.1      -            176 d1x8qa_b.60.1.1.aln  -            166   4.3e-54  178.3   0.2   1   1   7.8e-56   4.8e-54  178.2   0.2     2   165     6   175     5   176 0.98 -
d1lf7a_b.60.1.1      -            171 d1x8qa_b.60.1.1.aln  -            166   9.3e-53  174.0   0.0   1   1   1.7e-54     1e-52  173.9   0.0     2   165     2   162     1   163 0.99 -
d1kt7a_b.60.1.1      -            175 d1x8qa_b.60.1.1.aln  -            166   3.8e-51  168.8   0.1   1   1   6.9e-53   4.2e-51  168.6   0.1     1   163     3   175     3   175 0.99 -
d1kxoa_b.60.1.1      -            171 d1x8qa_b.60.1.1.aln  -            166   5.2e-51  168.3   0.3   1   1   9.5e-53   5.8e-51  168.2   0.3     1   164     5   170     5   171 0.99 -
d3saoa_b.60.1.1      -            155 d1x8qa_b.60.1.1.aln  -            166   3.7e-49  162.3   0.3   1   1   6.8e-51   4.1e-49  162.2   0.3    16   165     1   149     1   150 0.99 -
d3kffa_b.60.1.1      -            152 d1x8qa_b.60.1.1.aln  -            166   1.1e-47  157.5   0.2   1   1     2e-49   1.2e-47  157.4   0.2    14   165     2   151     1   152 0.98 -
d1qfta_b.60.1.1      -            175 d1x8qa_b.60.1.1.aln  -            166     3e-45  149.6   6.5   1   1   5.4e-47   3.3e-45  149.5   6.5     1   165     4   174     4   175 0.99 -
d1qwda_b.60.1.1      -            167 d1x8qa_b.60.1.1.aln  -            166     1e-43  144.6   0.0   1   1   1.9e-45   1.2e-43  144.4   0.0     8   160     2   167     1   167 0.99 -
d1epba_b.60.1.1      -            160 d1x8qa_b.60.1.1.aln  -            166   4.3e-43  142.6   0.0   1   1   7.8e-45   4.7e-43  142.4   0.0    11   164     2   154     1   156 0.99 -
d1dzka_b.60.1.1      -            148 d1x8qa_b.60.1.1.aln  -            166   2.8e-38  126.9   0.2   1   1     5e-40   3.1e-38  126.8   0.2    17   164     2   148     1   148 0.99 -
d1xkia_b.60.1.1      -            139 d1x8qa_b.60.1.1.aln  -            166   3.4e-33  110.4   0.0   1   1   6.1e-35   3.7e-33  110.3   0.0    18   158     2   138     1   139 0.98 -
d2joza1b.60.1.1      -            126 d1x8qa_b.60.1.1.aln  -            166   4.8e-24   80.6   0.2   1   1   8.7e-26   5.3e-24   80.5   0.2    18   153     2   125     1   126 0.97 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1x8qa_b.60.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1x8qa_b.60.1.1.out -E 1 hmmModels30/d1x8qa_b.60.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:51 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d3hl8a_c.55.3.5      -            470 d1x9ma1c.55.3.5.aln  -            376  1.9e-196  647.8   0.5   1   1  3.9e-198  2.2e-196  647.6   0.5     1   376    18   427    18   427 1.00 -
d1s5ja1c.55.3.5      -            410 d1x9ma1c.55.3.5.aln  -            376  7.3e-148  487.9   0.2   1   1  1.4e-149  8.2e-148  487.8   0.2     1   376     2   410     2   410 1.00 -
d1q8ia1c.55.3.5      -            388 d1x9ma1c.55.3.5.aln  -            376  1.6e-143  473.7   0.0   1   1  3.2e-145  1.8e-143  473.5   0.0     1   376     1   382     1   382 1.00 -
d2hbja2c.55.3.5      -            292 d1x9ma1c.55.3.5.aln  -            376     7e-81  267.5   0.9   1   1   1.4e-82   7.8e-81  267.3   0.9    83   374     2   291     1   292 0.99 -
d3mxma_c.55.3.5      -            229 d1x9ma1c.55.3.5.aln  -            376   4.2e-36  120.1   0.0   1   1   8.2e-38   4.6e-36  120.0   0.0   132   359     1   228     1   229 0.99 -
d1yt3a3c.55.3.5      -            193 d1x9ma1c.55.3.5.aln  -            376   2.9e-33  110.8   0.0   1   1   5.8e-35   3.2e-33  110.6   0.0   165   357     2   192     1   193 0.99 -
d1w0ha_c.55.3.5      -            200 d1x9ma1c.55.3.5.aln  -            376   5.7e-31  103.2   0.0   1   1   1.1e-32   6.3e-31  103.1   0.0   159   368     1   199     1   200 0.98 -
d1kfsa1c.55.3.5      -            195 d1x9ma1c.55.3.5.aln  -            376   2.9e-29   97.6   0.1   1   1   5.6e-31   3.1e-29   97.5   0.1   161   356     2   194     1   195 0.97 -
d2py5a1c.55.3.5      -            183 d1x9ma1c.55.3.5.aln  -            376   4.1e-24   80.7   0.0   1   1   8.1e-26   4.5e-24   80.5   0.0   164   359     2   180     1   183 0.98 -
d1wlja_c.55.3.5      -            173 d1x9ma1c.55.3.5.aln  -            376   1.9e-23   78.5   0.0   1   1   3.6e-25     2e-23   78.4   0.0   187   363     2   171     1   173 0.98 -
d2f96a1c.55.3.5      -            202 d1x9ma1c.55.3.5.aln  -            376   5.8e-23   76.9   0.0   1   1   1.1e-24   6.4e-23   76.8   0.0   159   367     2   201     1   202 0.98 -
d1vk0a_c.55.3.5      -            206 d1x9ma1c.55.3.5.aln  -            376   5.9e-23   76.8   0.0   1   1   1.1e-24   6.5e-23   76.7   0.0   162   367     4   205     1   206 0.98 -
d2igia_c.55.3.5      -            180 d1x9ma1c.55.3.5.aln  -            376   1.5e-22   75.5   0.0   1   1   2.9e-24   1.6e-22   75.4   0.0   176   357     3   179     1   180 0.98 -
d2guia_c.55.3.5      -            176 d1x9ma1c.55.3.5.aln  -            376   2.3e-21   71.6   0.0   1   1   4.4e-23   2.5e-21   71.5   0.0   176   357     3   174     1   176 0.97 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1x9ma1c.55.3.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1x9ma1c.55.3.5.out -E 1 hmmModels30/d1x9ma1c.55.3.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:51 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2bg1a1e.3.1.1       -            453 d1xa1a_e.3.1.1.aln   -            364  1.3e-156  516.6  17.3   1   2  2.8e-158  1.3e-156  516.6  17.3     1   364    28   427    28   427 1.00 -
d2bg1a1e.3.1.1       -            453 d1xa1a_e.3.1.1.aln   -            364  1.3e-156  516.6  17.3   2   2       4.9   2.3e+02   -4.0   0.0   316   333   432   449   432   450 0.89 -
d2olua2e.3.1.1       -            400 d1xa1a_e.3.1.1.aln   -            364    9e-108  356.0  16.5   1   1  2.2e-109    1e-107  355.8  16.5     1   364     3   378     3   378 1.00 -
d2v2ff_e.3.1.1       -            384 d1xa1a_e.3.1.1.aln   -            364   1.1e-91  303.1  23.5   1   1   2.5e-93   1.2e-91  302.9  23.5     5   364     1   368     1   368 1.00 -
d2hdsa_e.3.1.1       -            358 d1xa1a_e.3.1.1.aln   -            364   1.1e-89  296.4   1.3   1   1   2.7e-91   1.2e-89  296.3   1.3     2   363     2   357     1   358 0.99 -
d1ci9a_e.3.1.1       -            377 d1xa1a_e.3.1.1.aln   -            364   1.5e-88  292.7   0.0   1   1   3.6e-90   1.7e-88  292.6   0.0     2   363     2   374     1   375 0.99 -
d2drwa1e.3.1.1       -            362 d1xa1a_e.3.1.1.aln   -            364   2.3e-86  285.5   0.0   1   1   5.5e-88   2.6e-86  285.4   0.0     3   364     1   360     1   360 0.99 -
d2dcfa1e.3.1.1       -            388 d1xa1a_e.3.1.1.aln   -            364   5.8e-85  280.9   0.0   1   1   1.4e-86   6.5e-85  280.8   0.0     2   363     4   379     3   380 0.99 -
d1yqsa_e.3.1.1       -            345 d1xa1a_e.3.1.1.aln   -            364     1e-80  266.9   5.6   1   1   2.5e-82   1.1e-80  266.8   5.6     5   343     4   345     1   345 0.99 -
d1ei5a3e.3.1.1       -            333 d1xa1a_e.3.1.1.aln   -            364   6.9e-79  260.9   0.0   1   1   1.6e-80   7.7e-79  260.8   0.0     3   341     2   332     1   333 0.99 -
d1qmea4e.3.1.1       -            357 d1xa1a_e.3.1.1.aln   -            364   3.3e-73  242.3   6.1   1   1   7.8e-75   3.6e-73  242.1   6.1     2   356     6   356     5   357 0.99 -
d1vqqa3e.3.1.1       -            341 d1xa1a_e.3.1.1.aln   -            364   1.3e-72  240.3  12.2   1   1     3e-74   1.4e-72  240.2  12.2     1   356     6   341     6   341 1.00 -
d1tvfa2e.3.1.1       -            301 d1xa1a_e.3.1.1.aln   -            364   1.8e-58  193.8  18.2   1   1   4.2e-60     2e-58  193.6  18.2     2   332     5   301     4   301 0.99 -
d1e25a_e.3.1.1       -            278 d1xa1a_e.3.1.1.aln   -            364   1.1e-46  155.0   0.1   1   1   2.9e-48   1.3e-46  154.7   0.1    22   332     5   276     2   278 0.98 -
d1xp4a2e.3.1.1       -            269 d1xa1a_e.3.1.1.aln   -            364   3.2e-43  143.6   6.0   1   1   7.5e-45   3.5e-43  143.5   6.0    27   331     2   268     1   269 0.98 -
d2p74a_e.3.1.1       -            263 d1xa1a_e.3.1.1.aln   -            364   1.5e-39  131.5   3.4   1   1   3.6e-41   1.7e-39  131.3   3.4    19   328     3   262     1   263 0.98 -
d1es5a_e.3.1.1       -            260 d1xa1a_e.3.1.1.aln   -            364   6.1e-38  126.2  14.5   1   1   1.4e-39   6.7e-38  126.1  14.5    27   330     3   259     1   260 0.99 -
d1alqa_e.3.1.1       -            263 d1xa1a_e.3.1.1.aln   -            364   1.3e-36  121.9   3.0   1   1   3.1e-38   1.4e-36  121.7   3.0    22   329     2   262     1   263 0.99 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1xa1a_e.3.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1xa1a_e.3.1.1.out -E 1 hmmModels30/d1xa1a_e.3.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:51 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2gv8a1c.3.1.5       -            336 d1xdia1c.3.1.5.aln   -            208   4.5e-98  322.3   0.0   1   1   1.5e-99   5.8e-98  321.9   0.0     1   208    31   288    31   288 1.00 -
d1w4xa1c.3.1.5       -            299 d1xdia1c.3.1.5.aln   -            208     8e-74  243.0   0.0   1   1   2.3e-75   9.3e-74  242.8   0.0     1   208     4   252     4   252 0.99 -
d1mo9a1c.3.1.5       -            262 d1xdia1c.3.1.5.aln   -            208   1.3e-56  186.8   0.0   1   1   3.8e-58   1.5e-56  186.6   0.0     1   208     2   239     2   239 0.99 -
d1v59a1c.3.1.5       -            234 d1xdia1c.3.1.5.aln   -            208   1.8e-52  173.3   0.1   1   1   5.4e-54   2.1e-52  173.0   0.1     2   207     2   210     1   211 0.99 -
d1w4xa2c.3.1.5       -            235 d1xdia1c.3.1.5.aln   -            208   7.3e-50  164.8   0.0   1   1   2.1e-51   8.1e-50  164.6   0.0     7   207     1   234     1   235 0.99 -
d1m6ia1c.3.1.5       -            214 d1xdia1c.3.1.5.aln   -            208   3.1e-45  149.6   0.0   1   1   8.8e-47   3.5e-45  149.5   0.0     2   207     2   214     1   214 0.98 -
d1nhpa1c.3.1.5       -            199 d1xdia1c.3.1.5.aln   -            208   2.7e-34  113.9   0.2   1   1   7.6e-36     3e-34  113.8   0.2     5   207     2   195     1   196 0.98 -
d1fl2a1c.3.1.5       -            185 d1xdia1c.3.1.5.aln   -            208   1.5e-30  101.7   0.1   1   1   4.1e-32   1.6e-30  101.6   0.1     4   185     1   184     1   185 0.98 -
d1aoga2c.3.1.5       -            117 d1xdia1c.3.1.5.aln   -            208   8.9e-20   66.5   0.0   1   1   2.5e-21   9.7e-20   66.4   0.0    10   145     1   116     1   117 0.98 -
d1m6ia2c.3.1.5       -            137 d1xdia1c.3.1.5.aln   -            208   8.8e-18   60.0   0.0   1   1   2.4e-19   9.6e-18   59.8   0.0     3   145    11   136     9   137 0.96 -
d1fcda2c.3.1.5       -            141 d1xdia1c.3.1.5.aln   -            208     2e-17   58.8   0.0   1   1   5.5e-19   2.2e-17   58.7   0.0     6   148     4   140     1   141 0.95 -
d1vdca2c.3.1.5       -            130 d1xdia1c.3.1.5.aln   -            208   8.7e-17   56.7   0.0   1   1   2.3e-18   9.2e-17   56.6   0.0     9   146     2   128     1   130 0.94 -
d1v59a2c.3.1.5       -            122 d1xdia1c.3.1.5.aln   -            208   4.2e-15   51.2   0.3   1   1   1.3e-16     5e-15   51.0   0.3    11   146     5   121     2   122 0.97 -
d1nhpa2c.3.1.5       -            123 d1xdia1c.3.1.5.aln   -            208   8.4e-15   50.2   0.6   1   1   2.4e-16   9.4e-15   50.1   0.6     5   146     6   123     2   123 0.93 -
d1mo9a2c.3.1.5       -            121 d1xdia1c.3.1.5.aln   -            208     1e-14   49.9   0.1   1   1   2.8e-16   1.1e-14   49.9   0.1    10   149     3   121     1   121 0.95 -
d1h6va2c.3.1.5       -            122 d1xdia1c.3.1.5.aln   -            208   5.9e-14   47.5   0.0   1   1   1.7e-15   6.5e-14   47.3   0.0    12   147     3   122     1   122 0.93 -
d1fl2a2c.3.1.5       -            126 d1xdia1c.3.1.5.aln   -            208   8.2e-14   47.0   0.0   1   1   2.2e-15   8.5e-14   46.9   0.0    20   149    11   125     1   126 0.92 -
d1onfa2c.3.1.5       -            117 d1xdia1c.3.1.5.aln   -            208   4.9e-12   41.2   0.1   1   1   1.3e-13   5.3e-12   41.1   0.1     9   146     3   117     1   117 0.95 -
d1xhca2c.3.1.5       -            122 d1xdia1c.3.1.5.aln   -            208   5.4e-12   41.1   0.0   1   1   1.5e-13   5.8e-12   41.0   0.0    12   146     3   121     1   122 0.97 -
d2gv8a2c.3.1.5       -            107 d1xdia1c.3.1.5.aln   -            208     3e-08   28.8   0.0   1   1   8.2e-10   3.3e-08   28.7   0.0    10   137     1   106     1   107 0.93 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1xdia1c.3.1.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1xdia1c.3.1.5.out -E 1 hmmModels30/d1xdia1c.3.1.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:51 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1p1ja1c.2.1.3       -            411 d1xeaa1c.2.1.3.aln   -            253  1.4e-148  489.5   0.1   1   1  5.2e-150  1.6e-148  489.2   0.1     1   253    52   317    52   317 1.00 -
d3cina1c.2.1.3       -            276 d1xeaa1c.2.1.3.aln   -            253   2.1e-68  226.7   0.0   1   1   7.5e-70   2.4e-68  226.6   0.0     6   253     1   276     1   276 1.00 -
d1gr0a1c.2.1.3       -            244 d1xeaa1c.2.1.3.aln   -            253   1.7e-56  187.7   0.1   1   1   5.9e-58   1.9e-56  187.6   0.1     7   245     2   244     1   244 0.99 -
d2nvwa1c.2.1.3       -            238 d1xeaa1c.2.1.3.aln   -            253   5.4e-38  127.1   0.0   1   1   1.9e-39   6.1e-38  126.9   0.0     2   217    11   238    10   238 0.99 -
d1h6da1c.2.1.3       -            222 d1xeaa1c.2.1.3.aln   -            253   5.2e-28   94.4   0.0   1   1   1.8e-29   5.7e-28   94.3   0.0     7   218     6   222     1   222 0.97 -
d1ydwa1c.2.1.3       -            185 d1xeaa1c.2.1.3.aln   -            253     6e-19   64.7   0.0   1   1   2.1e-20   6.6e-19   64.6   0.0     8   196     2   183     1   185 0.98 -
d1zh8a1c.2.1.3       -            182 d1xeaa1c.2.1.3.aln   -            253   2.6e-17   59.4   0.0   1   1     9e-19   2.8e-17   59.2   0.0     6   190     2   180     1   182 0.97 -
d1f06a1c.2.1.3       -            171 d1xeaa1c.2.1.3.aln   -            253   5.4e-16   55.0   0.0   1   1     2e-17   6.3e-16   54.8   0.0     6   170     2   164     1   170 0.95 -
d1h9aa1c.2.1.3       -            196 d1xeaa1c.2.1.3.aln   -            253   6.4e-16   54.8   0.0   1   1   2.2e-17     7e-16   54.7   0.0     7   199     3   193     1   196 0.96 -
d1cf2o1c.2.1.3       -            172 d1xeaa1c.2.1.3.aln   -            253   8.3e-16   54.4   0.5   1   1   3.1e-17   9.7e-16   54.2   0.5     7   159     1   159     1   171 0.95 -
d1nvmb1c.2.1.3       -            158 d1xeaa1c.2.1.3.aln   -            253   4.1e-15   52.2   0.0   1   1   1.4e-16   4.5e-15   52.0   0.0     6   156     3   148     1   157 0.95 -
d1drua1c.2.1.3       -            161 d1xeaa1c.2.1.3.aln   -            253   4.7e-15   51.9   0.0   1   1   1.6e-16   5.1e-15   51.8   0.0    10   174     6   160     1   161 0.92 -
d1vkna1c.2.1.3       -            177 d1xeaa1c.2.1.3.aln   -            253   1.1e-14   50.8   0.0   1   1   3.8e-16   1.2e-14   50.6   0.0     8   178     3   176     1   177 0.91 -
d1qkia1c.2.1.3       -            204 d1xeaa1c.2.1.3.aln   -            253     4e-14   48.9   0.0   1   1   1.3e-15   4.2e-14   48.8   0.0     8   195     7   201     1   204 0.94 -
d1ebfa1c.2.1.3       -            169 d1xeaa1c.2.1.3.aln   -            253     3e-13   46.1   0.0   1   1   1.1e-14   3.4e-13   45.9   0.0     5   175     2   164     1   168 0.94 -
d1tlta1c.2.1.3       -            165 d1xeaa1c.2.1.3.aln   -            253   7.2e-13   44.8   0.0   1   1   2.4e-14   7.7e-13   44.7   0.0     8   180     2   161     1   165 0.94 -
d1lc0a1c.2.1.3       -            173 d1xeaa1c.2.1.3.aln   -            253   1.4e-12   43.9   0.0   1   1   5.2e-14   1.7e-12   43.6   0.0     3   187     3   171     1   173 0.94 -
d1e5qa1c.2.1.3       -            183 d1xeaa1c.2.1.3.aln   -            253   6.8e-12   41.6   0.1   1   1   2.4e-13   7.4e-12   41.5   0.1     8   179     3   182     1   183 0.98 -
d2g82a1c.2.1.3       -            169 d1xeaa1c.2.1.3.aln   -            253   5.1e-11   38.7   0.0   1   1   1.8e-12   5.8e-11   38.5   0.0     8   167     1   157     1   167 0.96 -
d1t4ba1c.2.1.3       -            147 d1xeaa1c.2.1.3.aln   -            253   4.7e-08   29.0   0.0   1   1   1.6e-09     5e-08   28.9   0.0     7   156     2   144     1   147 0.90 -
d1vm6a3c.2.1.3       -            129 d1xeaa1c.2.1.3.aln   -            253   7.8e-07   25.0   0.0   1   2       1.2        37   -0.1   0.0     8    46     2    34     1    37 0.77 -
d1vm6a3c.2.1.3       -            129 d1xeaa1c.2.1.3.aln   -            253   7.8e-07   25.0   0.0   2   2   6.4e-08     2e-06   23.7   0.0    70   134    33    97    21   127 0.84 -
d1j5pa4c.2.1.3       -            133 d1xeaa1c.2.1.3.aln   -            253     1e-05   21.3   0.2   1   1     5e-06   0.00016   17.5   0.2     6   132     1   104     1   124 0.89 -
d1q0qa2c.2.1.3       -            152 d1xeaa1c.2.1.3.aln   -            253   3.1e-05   19.8   0.0   1   1   9.8e-07   3.1e-05   19.8   0.0    10   157     5   143     1   152 0.86 -
d1gpja2c.2.1.7       -            159 d1xeaa1c.2.1.3.aln   -            253    0.0039   12.9   0.0   1   1   0.00016     0.005   12.5   0.0     6   101    23   111    20   133 0.76 -
d1yl7a1c.2.1.3       -            136 d1xeaa1c.2.1.3.aln   -            253    0.0057   12.4   0.0   1   2      0.02      0.64    5.6   0.1    11    41     4    29     1    43 0.77 -
d1yl7a1c.2.1.3       -            136 d1xeaa1c.2.1.3.aln   -            253    0.0057   12.4   0.0   2   2     0.024      0.75    5.4   0.0    73   137    39   103    35   122 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1xeaa1c.2.1.3.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1xeaa1c.2.1.3.out -E 1 hmmModels30/d1xeaa1c.2.1.3.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:51 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1p0ha_d.108.1.1     -            308 d1xeba_d.108.1.1.aln -            234  8.6e-104  341.8   0.0   1   2  3.2e-104  5.8e-103  339.0   0.0    21   234     1   227     1   227 1.00 -
d1p0ha_d.108.1.1     -            308 d1xeba_d.108.1.1.aln -            234  8.6e-104  341.8   0.0   2   2      0.97        18    0.4   0.0   156   156   272   272   228   306 0.49 -
d2p0wa_d.108.1.1     -            319 d1xeba_d.108.1.1.aln -            234   3.5e-77  254.7   0.0   1   1   2.3e-78   4.3e-77  254.4   0.0     1   207    92   319    92   319 1.00 -
d1boba_d.108.1.1     -            315 d1xeba_d.108.1.1.aln -            234   4.1e-72  238.1   0.1   1   1   2.7e-73     5e-72  237.8   0.1     1   207    84   315    84   315 1.00 -
d2pq8a_d.108.1.1     -            271 d1xeba_d.108.1.1.aln -            234   2.8e-69  228.8   0.0   1   1   1.8e-70   3.3e-69  228.6   0.0     1   234     6   271     6   271 1.00 -
d1u6ma_d.108.1.1     -            189 d1xeba_d.108.1.1.aln -            234   3.9e-23   77.8   0.0   1   1   2.3e-24   4.3e-23   77.7   0.0    10   194     3   187     1   189 0.95 -
d1z4ea1d.108.1.1     -            150 d1xeba_d.108.1.1.aln -            234   6.3e-19   64.0   0.1   1   1   4.1e-20   7.5e-19   63.8   0.1    42   181    17   145     2   148 0.89 -
d1i12a_d.108.1.1     -            157 d1xeba_d.108.1.1.aln -            234   1.8e-18   62.5   0.0   1   1   1.2e-19   2.2e-18   62.3   0.0    26   184     5   155     2   157 0.96 -
d1tiqa_d.108.1.1     -            173 d1xeba_d.108.1.1.aln -            234     4e-18   61.4   0.3   1   1   2.6e-19   4.7e-18   61.2   0.3    33   201     9   172     2   173 0.90 -
d1yk3a1d.108.1.1     -            198 d1xeba_d.108.1.1.aln -            234   1.4e-17   59.6   0.0   1   1   8.3e-19   1.5e-17   59.5   0.0     9   191     3   192     1   198 0.96 -
d1mk4a_d.108.1.1     -            157 d1xeba_d.108.1.1.aln -            234   9.7e-16   53.6   0.0   1   1   5.4e-17   9.9e-16   53.6   0.0    35   190     3   140     1   157 0.87 -
d2gana1d.108.1.1     -            182 d1xeba_d.108.1.1.aln -            234   2.8e-14   48.8   0.0   1   1   1.7e-15   3.2e-14   48.6   0.0    35   194    14   181     2   182 0.85 -
d2euia1d.108.1.1     -            153 d1xeba_d.108.1.1.aln -            234   6.3e-14   47.7   0.0   1   1   3.9e-15   7.1e-14   47.5   0.0    60   184    29   144     5   151 0.88 -
d1y9ka1d.108.1.1     -            152 d1xeba_d.108.1.1.aln -            234   7.8e-14   47.4   0.0   1   1   4.7e-15   8.6e-14   47.2   0.0    50   197    10   148     4   152 0.81 -
d1vkca_d.108.1.1     -            149 d1xeba_d.108.1.1.aln -            234   9.5e-14   47.1   0.1   1   1   6.4e-15   1.2e-13   46.8   0.1    29   180     4   143     2   148 0.89 -
d1wwza1d.108.1.1     -            157 d1xeba_d.108.1.1.aln -            234   3.7e-13   45.1   0.0   1   1   2.3e-14   4.2e-13   45.0   0.0    32   183     7   149     1   156 0.91 -
d1ufha_d.108.1.1     -            155 d1xeba_d.108.1.1.aln -            234   4.4e-13   44.9   0.2   1   1   2.7e-14     5e-13   44.7   0.2    44   183    18   152     2   155 0.78 -
d2fl4a1d.108.1.1     -            146 d1xeba_d.108.1.1.aln -            234   1.6e-12   43.1   0.2   1   1   9.4e-14   1.7e-12   43.0   0.2    31   185     3   137     1   146 0.83 -
d1y9wa1d.108.1.1     -            140 d1xeba_d.108.1.1.aln -            234   1.9e-12   42.8   0.0   1   1   1.2e-13   2.1e-12   42.7   0.0   104   196    59   139    20   140 0.87 -
d2ae6a1d.108.1.1     -            161 d1xeba_d.108.1.1.aln -            234     4e-12   41.8   0.0   1   1   2.3e-13   4.3e-12   41.7   0.0    35   196    10   158     1   161 0.87 -
d1qsma_d.108.1.1     -            150 d1xeba_d.108.1.1.aln -            234   5.9e-12   41.2   0.0   1   1   3.6e-13   6.6e-12   41.1   0.0    41   180    11   143     2   150 0.85 -
d1bo4a_d.108.1.1     -            137 d1xeba_d.108.1.1.aln -            234   8.8e-12   40.7   0.0   1   1   5.2e-13   9.5e-12   40.5   0.0    29   172     3   137     1   137 0.88 -
d2jdca1d.108.1.1     -            145 d1xeba_d.108.1.1.aln -            234   1.4e-11   40.0   0.0   1   1     8e-13   1.5e-11   39.9   0.0    34   181     4   128     1   144 0.85 -
d2b5ga_d.108.1.1     -            168 d1xeba_d.108.1.1.aln -            234   1.4e-11   40.0   0.0   1   1   8.8e-13   1.6e-11   39.8   0.0    25   191     2   160     1   164 0.86 -
